🧑🏽‍🍼	person feeding baby: medium skin tone	哺乳的人: 中等肤色	person feeding baby medium skin tone | 哺乳的人 中等肤色 | baby | feed | feeding | medium skin tone | nanny | newborn | nursing | parent | 中等肤色 | 人 | 人物 | 保姆 | 哺乳 | 哺乳的人 | 哺育 | 喂养 | 婴儿 | 宝宝 | 新生儿
🧑🏾‍🍼	person feeding baby: medium-dark skin tone	哺乳的人: 中等-深肤色	person feeding baby medium dark skin tone | 哺乳的人 中等 深肤色 | baby | feed | feeding | medium dark skin tone | nanny | newborn | nursing | parent | 中等 深肤色 | 人 | 人物 | 保姆 | 哺乳 | 哺乳的人 | 哺育 | 喂养 | 婴儿 | 宝宝 | 新生儿
🧑🏿‍🍼	person feeding baby: dark skin tone	哺乳的人: 较深肤色	person feeding baby dark skin tone | 哺乳的人 较深肤色 | baby | dark skin tone | feed | feeding | nanny | newborn | nursing | parent | 人 | 人物 | 保姆 | 哺乳 | 哺乳的人 | 哺育 | 喂养 | 婴儿 | 宝宝 | 新生儿 | 较深肤色
👼	baby angel	小天使	baby angel | 小天使 | angel | baby | church | face | fairy | fairytale | fantasy | tale | 儿童 | 天使 | 孩子
👼🏻	baby angel: light skin tone	小天使: 较浅肤色	baby angel light skin tone | 小天使 较浅肤色 | angel | baby | church | face | fairy | fairytale | fantasy | light skin tone | tale | 儿童 | 天使 | 孩子 | 小天使 | 较浅肤色
👼🏼	baby angel: medium-light skin tone	小天使: 中等-浅肤色	baby angel medium light skin tone | 小天使 中等 浅肤色 | angel | baby | church | face | fairy | fairytale | fantasy | medium light skin tone | tale | 中等 浅肤色 | 儿童 | 天使 | 孩子 | 小天使
👼🏽	baby angel: medium skin tone	小天使: 中等肤色	baby angel medium skin tone | 小天使 中等肤色 | angel | baby | church | face | fairy | fairytale | fantasy | medium skin tone | tale | 中等肤色 | 儿童 | 天使 | 孩子 | 小天使
👼🏾	baby angel: medium-dark skin tone	小天使: 中等-深肤色	baby angel medium dark skin tone | 小天使 中等 深肤色 | angel | baby | church | face | fairy | fairytale | fantasy | medium dark skin tone | tale | 中等 深肤色 | 儿童 | 天使 | 孩子 | 小天使
👼🏿	baby angel: dark skin tone	小天使: 较深肤色	baby angel dark skin tone | 小天使 较深肤色 | angel | baby | church | dark skin tone | face | fairy | fairytale | fantasy | tale | 儿童 | 天使 | 孩子 | 小天使 | 较深肤色
🎅	Santa Claus	圣诞老人	santa claus | 圣诞老人 | celebration | christmas | claus | fairy | fantasy | father | holiday | merry | santa | tale | xmas | 圣诞 | 圣诞节 | 节日
🎅🏻	Santa Claus: light skin tone	圣诞老人: 较浅肤色	santa claus light skin tone | 圣诞老人 较浅肤色 | celebration | christmas | claus | fairy | fantasy | father | holiday | light skin tone | merry | santa | tale | xmas | 圣诞 | 圣诞老人 | 圣诞节 | 节日 | 较浅肤色
🎅🏼	Santa Claus: medium-light skin tone	圣诞老人: 中等-浅肤色	santa claus medium light skin tone | 圣诞老人 中等 浅肤色 | celebration | christmas | claus | fairy | fantasy | father | holiday | medium light skin tone | merry | santa | tale | xmas | 中等 浅肤色 | 圣诞 | 圣诞老人 | 圣诞节 | 节日
🎅🏽	Santa Claus: medium skin tone	圣诞老人: 中等肤色	santa claus medium skin tone | 圣诞老人 中等肤色 | celebration | christmas | claus | fairy | fantasy | father | holiday | medium skin tone | merry | santa | tale | xmas | 中等肤色 | 圣诞 | 圣诞老人 | 圣诞节 | 节日
🎅🏾	Santa Claus: medium-dark skin tone	圣诞老人: 中等-深肤色	santa claus medium dark skin tone | 圣诞老人 中等 深肤色 | celebration | christmas | claus | fairy | fantasy | father | holiday | medium dark skin tone | merry | santa | tale | xmas | 中等 深肤色 | 圣诞 | 圣诞老人 | 圣诞节 | 节日
🎅🏿	Santa Claus: dark skin tone	圣诞老人: 较深肤色	santa claus dark skin tone | 圣诞老人 较深肤色 | celebration | christmas | claus | dark skin tone | fairy | fantasy | father | holiday | merry | santa | tale | xmas | 圣诞 | 圣诞老人 | 圣诞节 | 节日 | 较深肤色
🤶	Mrs. Claus	圣诞奶奶	mrs. claus | 圣诞奶奶 | celebration | christmas | claus | fairy | fantasy | holiday | merry | mother | mrs | santa | tale | xmas | 圣诞 | 圣诞节 | 节日
🤶🏻	Mrs. Claus: light skin tone	圣诞奶奶: 较浅肤色	mrs. claus light skin tone | 圣诞奶奶 较浅肤色 | celebration | christmas | claus | fairy | fantasy | holiday | light skin tone | merry | mother | mrs | santa | tale | xmas | 圣诞 | 圣诞奶奶 | 圣诞节 | 节日 | 较浅肤色
🤶🏼	Mrs. Claus: medium-light skin tone	圣诞奶奶: 中等-浅肤色	mrs. claus medium light skin tone | 圣诞奶奶 中等 浅肤色 | celebration | christmas | claus | fairy | fantasy | holiday | medium light skin tone | merry | mother | mrs | santa | tale | xmas | 中等 浅肤色 | 圣诞 | 圣诞奶奶 | 圣诞节 | 节日
🤶🏽	Mrs. Claus: medium skin tone	圣诞奶奶: 中等肤色	mrs. claus medium skin tone | 圣诞奶奶 中等肤色 | celebration | christmas | claus | fairy | fantasy | holiday | medium skin tone | merry | mother | mrs | santa | tale | xmas | 中等肤色 | 圣诞 | 圣诞奶奶 | 圣诞节 | 节日
🤶🏾	Mrs. Claus: medium-dark skin tone	圣诞奶奶: 中等-深肤色	mrs. claus medium dark skin tone | 圣诞奶奶 中等 深肤色 | celebration | christmas | claus | fairy | fantasy | holiday | medium dark skin tone | merry | mother | mrs | santa | tale | xmas | 中等 深肤色 | 圣诞 | 圣诞奶奶 | 圣诞节 | 节日
🤶🏿	Mrs. Claus: dark skin tone	圣诞奶奶: 较深肤色	mrs. claus dark skin tone | 圣诞奶奶 较深肤色 | celebration | christmas | claus | dark skin tone | fairy | fantasy | holiday | merry | mother | mrs | santa | tale | xmas | 圣诞 | 圣诞奶奶 | 圣诞节 | 节日 | 较深肤色
🧑‍🎄	Mx Claus	圣诞人	mx claus | 圣诞人 | celebration | christmas | claus | fairy | fantasy | holiday | merry | mx | santa | tale | xmas | 人 | 人物 | 圣诞 | 圣诞帽 | 圣诞快乐 | 圣诞老人 | 圣诞老公公 | 节日
🧑🏻‍🎄	Mx Claus: light skin tone	圣诞人: 较浅肤色	mx claus light skin tone | 圣诞人 较浅肤色 | celebration | christmas | claus | fairy | fantasy | holiday | light skin tone | merry | mx | santa | tale | xmas | 人 | 人物 | 圣诞 | 圣诞人 | 圣诞帽 | 圣诞快乐 | 圣诞老人 | 圣诞老公公 | 节日 | 较浅肤色
🧑🏼‍🎄	Mx Claus: medium-light skin tone	圣诞人: 中等-浅肤色	mx claus medium light skin tone | 圣诞人 中等 浅肤色 | celebration | christmas | claus | fairy | fantasy | holiday | medium light skin tone | merry | mx | santa | tale | xmas | 中等 浅肤色 | 人 | 人物 | 圣诞 | 圣诞人 | 圣诞帽 | 圣诞快乐 | 圣诞老人 | 圣诞老公公 | 节日
🧑🏽‍🎄	Mx Claus: medium skin tone	圣诞人: 中等肤色	mx claus medium skin tone | 圣诞人 中等肤色 | celebration | christmas | claus | fairy | fantasy | holiday | medium skin tone | merry | mx | santa | tale | xmas | 中等肤色 | 人 | 人物 | 圣诞 | 圣诞人 | 圣诞帽 | 圣诞快乐 | 圣诞老人 | 圣诞老公公 | 节日
🧑🏾‍🎄	Mx Claus: medium-dark skin tone	圣诞人: 中等-深肤色	mx claus medium dark skin tone | 圣诞人 中等 深肤色 | celebration | christmas | claus | fairy | fantasy | holiday | medium dark skin tone | merry | mx | santa | tale | xmas | 中等 深肤色 | 人 | 人物 | 圣诞 | 圣诞人 | 圣诞帽 | 圣诞快乐 | 圣诞老人 | 圣诞老公公 | 节日
🧑🏿‍🎄	Mx Claus: dark skin tone	圣诞人: 较深肤色	mx claus dark skin tone | 圣诞人 较深肤色 | celebration | christmas | claus | dark skin tone | fairy | fantasy | holiday | merry | mx | santa | tale | xmas | 人 | 人物 | 圣诞 | 圣诞人 | 圣诞帽 | 圣诞快乐 | 圣诞老人 | 圣诞老公公 | 节日 | 较深肤色
🦸	superhero	超级英雄	superhero | 超级英雄 | good | hero | superpower | 女英雄 | 女超人 | 好人 | 英雄 | 蝙蝠侠 | 超人 | 超能力
🦸🏻	superhero: light skin tone	超级英雄: 较浅肤色	superhero light skin tone | 超级英雄 较浅肤色 | good | hero | light skin tone | superhero | superpower | 女英雄 | 女超人 | 好人 | 英雄 | 蝙蝠侠 | 超人 | 超级英雄 | 超能力 | 较浅肤色
🦸🏼	superhero: medium-light skin tone	超级英雄: 中等-浅肤色	superhero medium light skin tone | 超级英雄 中等 浅肤色 | good | hero | medium light skin tone | superhero | superpower | 中等 浅肤色 | 女英雄 | 女超人 | 好人 | 英雄 | 蝙蝠侠 | 超人 | 超级英雄 | 超能力
🦸🏽	superhero: medium skin tone	超级英雄: 中等肤色	superhero medium skin tone | 超级英雄 中等肤色 | good | hero | medium skin tone | superhero | superpower | 中等肤色 | 女英雄 | 女超人 | 好人 | 英雄 | 蝙蝠侠 | 超人 | 超级英雄 | 超能力
🦸🏾	superhero: medium-dark skin tone	超级英雄: 中等-深肤色	superhero medium dark skin tone | 超级英雄 中等 深肤色 | good | hero | medium dark skin tone | superhero | superpower | 中等 深肤色 | 女英雄 | 女超人 | 好人 | 英雄 | 蝙蝠侠 | 超人 | 超级英雄 | 超能力
🦸🏿	superhero: dark skin tone	超级英雄: 较深肤色	superhero dark skin tone | 超级英雄 较深肤色 | dark skin tone | good | hero | superhero | superpower | 女英雄 | 女超人 | 好人 | 英雄 | 蝙蝠侠 | 超人 | 超级英雄 | 超能力 | 较深肤色
🦸‍♂️	man superhero	男超级英雄	man superhero | 男超级英雄 | good | hero | man | superhero | superpower | 好人 | 男人 | 英雄 | 超能力
🦸🏻‍♂️	man superhero: light skin tone	男超级英雄: 较浅肤色	man superhero light skin tone | 男超级英雄 较浅肤色 | good | hero | light skin tone | man | superhero | superpower | 好人 | 男人 | 男超级英雄 | 英雄 | 超能力 | 较浅肤色
🦸🏼‍♂️	man superhero: medium-light skin tone	男超级英雄: 中等-浅肤色	man superhero medium light skin tone | 男超级英雄 中等 浅肤色 | good | hero | man | medium light skin tone | superhero | superpower | 中等 浅肤色 | 好人 | 男人 | 男超级英雄 | 英雄 | 超能力
🦸🏽‍♂️	man superhero: medium skin tone	男超级英雄: 中等肤色	man superhero medium skin tone | 男超级英雄 中等肤色 | good | hero | man | medium skin tone | superhero | superpower | 中等肤色 | 好人 | 男人 | 男超级英雄 | 英雄 | 超能力
🦸🏾‍♂️	man superhero: medium-dark skin tone	男超级英雄: 中等-深肤色	man superhero medium dark skin tone | 男超级英雄 中等 深肤色 | good | hero | man | medium dark skin tone | superhero | superpower | 中等 深肤色 | 好人 | 男人 | 男超级英雄 | 英雄 | 超能力
🦸🏿‍♂️	man superhero: dark skin tone	男超级英雄: 较深肤色	man superhero dark skin tone | 男超级英雄 较深肤色 | dark skin tone | good | hero | man | superhero | superpower | 好人 | 男人 | 男超级英雄 | 英雄 | 超能力 | 较深肤色
🦸‍♀️	woman superhero	女超级英雄	woman superhero | 女超级英雄 | good | hero | heroine | superhero | superpower | woman | 女人 | 好人 | 英雄 | 超能力
🦸🏻‍♀️	woman superhero: light skin tone	女超级英雄: 较浅肤色	woman superhero light skin tone | 女超级英雄 较浅肤色 | good | hero | heroine | light skin tone | superhero | superpower | woman | 女人 | 女超级英雄 | 好人 | 英雄 | 超能力 | 较浅肤色
🦸🏼‍♀️	woman superhero: medium-light skin tone	女超级英雄: 中等-浅肤色	woman superhero medium light skin tone | 女超级英雄 中等 浅肤色 | good | hero | heroine | medium light skin tone | superhero | superpower | woman | 中等 浅肤色 | 女人 | 女超级英雄 | 好人 | 英雄 | 超能力
🦸🏽‍♀️	woman superhero: medium skin tone	女超级英雄: 中等肤色	woman superhero medium skin tone | 女超级英雄 中等肤色 | good | hero | heroine | medium skin tone | superhero | superpower | woman | 中等肤色 | 女人 | 女超级英雄 | 好人 | 英雄 | 超能力
🦸🏾‍♀️	woman superhero: medium-dark skin tone	女超级英雄: 中等-深肤色	woman superhero medium dark skin tone | 女超级英雄 中等 深肤色 | good | hero | heroine | medium dark skin tone | superhero | superpower | woman | 中等 深肤色 | 女人 | 女超级英雄 | 好人 | 英雄 | 超能力
🦸🏿‍♀️	woman superhero: dark skin tone	女超级英雄: 较深肤色	woman superhero dark skin tone | 女超级英雄 较深肤色 | dark skin tone | good | hero | heroine | superhero | superpower | woman | 女人 | 女超级英雄 | 好人 | 英雄 | 超能力 | 较深肤色
🦹	supervillain	超级大坏蛋	supervillain | 超级大坏蛋 | bad | criminal | evil | superpower | villain | 人 | 坏蛋 | 大反派 | 恶魔 | 罪犯 | 超级恶棍 | 超能力 | 邪恶
🦹🏻	supervillain: light skin tone	超级大坏蛋: 较浅肤色	supervillain light skin tone | 超级大坏蛋 较浅肤色 | bad | criminal | evil | light skin tone | superpower | supervillain | villain | 人 | 坏蛋 | 大反派 | 恶魔 | 罪犯 | 超级大坏蛋 | 超级恶棍 | 超能力 | 较浅肤色 | 邪恶
🦹🏼	supervillain: medium-light skin tone	超级大坏蛋: 中等-浅肤色	supervillain medium light skin tone | 超级大坏蛋 中等 浅肤色 | bad | criminal | evil | medium light skin tone | superpower | supervillain | villain | 中等 浅肤色 | 人 | 坏蛋 | 大反派 | 恶魔 | 罪犯 | 超级大坏蛋 | 超级恶棍 | 超能力 | 邪恶
🦹🏽	supervillain: medium skin tone	超级大坏蛋: 中等肤色	supervillain medium skin tone | 超级大坏蛋 中等肤色 | bad | criminal | evil | medium skin tone | superpower | supervillain | villain | 中等肤色 | 人 | 坏蛋 | 大反派 | 恶魔 | 罪犯 | 超级大坏蛋 | 超级恶棍 | 超能力 | 邪恶
🦹🏾	supervillain: medium-dark skin tone	超级大坏蛋: 中等-深肤色	supervillain medium dark skin tone | 超级大坏蛋 中等 深肤色 | bad | criminal | evil | medium dark skin tone | superpower | supervillain | villain | 中等 深肤色 | 人 | 坏蛋 | 大反派 | 恶魔 | 罪犯 | 超级大坏蛋 | 超级恶棍 | 超能力 | 邪恶
🦹🏿	supervillain: dark skin tone	超级大坏蛋: 较深肤色	supervillain dark skin tone | 超级大坏蛋 较深肤色 | bad | criminal | dark skin tone | evil | superpower | supervillain | villain | 人 | 坏蛋 | 大反派 | 恶魔 | 罪犯 | 超级大坏蛋 | 超级恶棍 | 超能力 | 较深肤色 | 邪恶
🦹‍♂️	man supervillain	男超级大坏蛋	man supervillain | 男超级大坏蛋 | bad | criminal | evil | man | superpower | supervillain | villain | 坏蛋 | 男人 | 罪犯 | 超能力
🦹🏻‍♂️	man supervillain: light skin tone	男超级大坏蛋: 较浅肤色	man supervillain light skin tone | 男超级大坏蛋 较浅肤色 | bad | criminal | evil | light skin tone | man | superpower | supervillain | villain | 坏蛋 | 男人 | 男超级大坏蛋 | 罪犯 | 超能力 | 较浅肤色
🦹🏼‍♂️	man supervillain: medium-light skin tone	男超级大坏蛋: 中等-浅肤色	man supervillain medium light skin tone | 男超级大坏蛋 中等 浅肤色 | bad | criminal | evil | man | medium light skin tone | superpower | supervillain | villain | 中等 浅肤色 | 坏蛋 | 男人 | 男超级大坏蛋 | 罪犯 | 超能力
🦹🏽‍♂️	man supervillain: medium skin tone	男超级大坏蛋: 中等肤色	man supervillain medium skin tone | 男超级大坏蛋 中等肤色 | bad | criminal | evil | man | medium skin tone | superpower | supervillain | villain | 中等肤色 | 坏蛋 | 男人 | 男超级大坏蛋 | 罪犯 | 超能力
🦹🏾‍♂️	man supervillain: medium-dark skin tone	男超级大坏蛋: 中等-深肤色	man supervillain medium dark skin tone | 男超级大坏蛋 中等 深肤色 | bad | criminal | evil | man | medium dark skin tone | superpower | supervillain | villain | 中等 深肤色 | 坏蛋 | 男人 | 男超级大坏蛋 | 罪犯 | 超能力
🦹🏿‍♂️	man supervillain: dark skin tone	男超级大坏蛋: 较深肤色	man supervillain dark skin tone | 男超级大坏蛋 较深肤色 | bad | criminal | dark skin tone | evil | man | superpower | supervillain | villain | 坏蛋 | 男人 | 男超级大坏蛋 | 罪犯 | 超能力 | 较深肤色
🦹‍♀️	woman supervillain	女超级大坏蛋	woman supervillain | 女超级大坏蛋 | bad | criminal | evil | superpower | supervillain | villain | woman | 坏蛋 | 女人 | 罪犯 | 超能力
🦹🏻‍♀️	woman supervillain: light skin tone	女超级大坏蛋: 较浅肤色	woman supervillain light skin tone | 女超级大坏蛋 较浅肤色 | bad | criminal | evil | light skin tone | superpower | supervillain | villain | woman | 坏蛋 | 女人 | 女超级大坏蛋 | 罪犯 | 超能力 | 较浅肤色
🦹🏼‍♀️	woman supervillain: medium-light skin tone	女超级大坏蛋: 中等-浅肤色	woman supervillain medium light skin tone | 女超级大坏蛋 中等 浅肤色 | bad | criminal | evil | medium light skin tone | superpower | supervillain | villain | woman | 中等 浅肤色 | 坏蛋 | 女人 | 女超级大坏蛋 | 罪犯 | 超能力
🦹🏽‍♀️	woman supervillain: medium skin tone	女超级大坏蛋: 中等肤色	woman supervillain medium skin tone | 女超级大坏蛋 中等肤色 | bad | criminal | evil | medium skin tone | superpower | supervillain | villain | woman | 中等肤色 | 坏蛋 | 女人 | 女超级大坏蛋 | 罪犯 | 超能力
🦹🏾‍♀️	woman supervillain: medium-dark skin tone	女超级大坏蛋: 中等-深肤色	woman supervillain medium dark skin tone | 女超级大坏蛋 中等 深肤色 | bad | criminal | evil | medium dark skin tone | superpower | supervillain | villain | woman | 中等 深肤色 | 坏蛋 | 女人 | 女超级大坏蛋 | 罪犯 | 超能力
🦹🏿‍♀️	woman supervillain: dark skin tone	女超级大坏蛋: 较深肤色	woman supervillain dark skin tone | 女超级大坏蛋 较深肤色 | bad | criminal | dark skin tone | evil | superpower | supervillain | villain | woman | 坏蛋 | 女人 | 女超级大坏蛋 | 罪犯 | 超能力 | 较深肤色
🧙	mage	法师	mage | 法师 | fantasy | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 召唤 | 女巫 | 女魔术师 | 巫师 | 智者 | 法术 | 男巫 | 男魔术师 | 魔咒 | 魔术师
🧙🏻	mage: light skin tone	法师: 较浅肤色	mage light skin tone | 法师 较浅肤色 | fantasy | light skin tone | mage | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 召唤 | 女巫 | 女魔术师 | 巫师 | 智者 | 法师 | 法术 | 男巫 | 男魔术师 | 较浅肤色 | 魔咒 | 魔术师
🧙🏼	mage: medium-light skin tone	法师: 中等-浅肤色	mage medium light skin tone | 法师 中等 浅肤色 | fantasy | mage | magic | medium light skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 中等 浅肤色 | 召唤 | 女巫 | 女魔术师 | 巫师 | 智者 | 法师 | 法术 | 男巫 | 男魔术师 | 魔咒 | 魔术师
🧙🏽	mage: medium skin tone	法师: 中等肤色	mage medium skin tone | 法师 中等肤色 | fantasy | mage | magic | medium skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 中等肤色 | 召唤 | 女巫 | 女魔术师 | 巫师 | 智者 | 法师 | 法术 | 男巫 | 男魔术师 | 魔咒 | 魔术师
🧙🏾	mage: medium-dark skin tone	法师: 中等-深肤色	mage medium dark skin tone | 法师 中等 深肤色 | fantasy | mage | magic | medium dark skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 中等 深肤色 | 召唤 | 女巫 | 女魔术师 | 巫师 | 智者 | 法师 | 法术 | 男巫 | 男魔术师 | 魔咒 | 魔术师
🧙🏿	mage: dark skin tone	法师: 较深肤色	mage dark skin tone | 法师 较深肤色 | dark skin tone | fantasy | mage | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 召唤 | 女巫 | 女魔术师 | 巫师 | 智者 | 法师 | 法术 | 男巫 | 男魔术师 | 较深肤色 | 魔咒 | 魔术师
🧙‍♂️	man mage	男法师	man mage | 男法师 | fantasy | mage | magic | man | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 男巫 | 男魔术师
🧙🏻‍♂️	man mage: light skin tone	男法师: 较浅肤色	man mage light skin tone | 男法师 较浅肤色 | fantasy | light skin tone | mage | magic | man | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 男巫 | 男法师 | 男魔术师 | 较浅肤色
🧙🏼‍♂️	man mage: medium-light skin tone	男法师: 中等-浅肤色	man mage medium light skin tone | 男法师 中等 浅肤色 | fantasy | mage | magic | man | medium light skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 中等 浅肤色 | 男巫 | 男法师 | 男魔术师
🧙🏽‍♂️	man mage: medium skin tone	男法师: 中等肤色	man mage medium skin tone | 男法师 中等肤色 | fantasy | mage | magic | man | medium skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 中等肤色 | 男巫 | 男法师 | 男魔术师
🧙🏾‍♂️	man mage: medium-dark skin tone	男法师: 中等-深肤色	man mage medium dark skin tone | 男法师 中等 深肤色 | fantasy | mage | magic | man | medium dark skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 中等 深肤色 | 男巫 | 男法师 | 男魔术师
🧙🏿‍♂️	man mage: dark skin tone	男法师: 较深肤色	man mage dark skin tone | 男法师 较深肤色 | dark skin tone | fantasy | mage | magic | man | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | 男巫 | 男法师 | 男魔术师 | 较深肤色
🧙‍♀️	woman mage	女法师	woman mage | 女法师 | fantasy | mage | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | 女巫 | 女魔术师
🧙🏻‍♀️	woman mage: light skin tone	女法师: 较浅肤色	woman mage light skin tone | 女法师 较浅肤色 | fantasy | light skin tone | mage | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | 女巫 | 女法师 | 女魔术师 | 较浅肤色
🧙🏼‍♀️	woman mage: medium-light skin tone	女法师: 中等-浅肤色	woman mage medium light skin tone | 女法师 中等 浅肤色 | fantasy | mage | magic | medium light skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | 中等 浅肤色 | 女巫 | 女法师 | 女魔术师
🧙🏽‍♀️	woman mage: medium skin tone	女法师: 中等肤色	woman mage medium skin tone | 女法师 中等肤色 | fantasy | mage | magic | medium skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | 中等肤色 | 女巫 | 女法师 | 女魔术师
🧙🏾‍♀️	woman mage: medium-dark skin tone	女法师: 中等-深肤色	woman mage medium dark skin tone | 女法师 中等 深肤色 | fantasy | mage | magic | medium dark skin tone | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | 中等 深肤色 | 女巫 | 女法师 | 女魔术师
🧙🏿‍♀️	woman mage: dark skin tone	女法师: 较深肤色	woman mage dark skin tone | 女法师 较深肤色 | dark skin tone | fantasy | mage | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | 女巫 | 女法师 | 女魔术师 | 较深肤色
🧚	fairy	精灵	fairy | 精灵 | fairytale | fantasy | myth | person | pixie | tale | wings | 仙女 | 仙子 | 童话 | 翅膀
🧚🏻	fairy: light skin tone	精灵: 较浅肤色	fairy light skin tone | 精灵 较浅肤色 | fairy | fairytale | fantasy | light skin tone | myth | person | pixie | tale | wings | 仙女 | 仙子 | 童话 | 精灵 | 翅膀 | 较浅肤色
🧚🏼	fairy: medium-light skin tone	精灵: 中等-浅肤色	fairy medium light skin tone | 精灵 中等 浅肤色 | fairy | fairytale | fantasy | medium light skin tone | myth | person | pixie | tale | wings | 中等 浅肤色 | 仙女 | 仙子 | 童话 | 精灵 | 翅膀
🧚🏽	fairy: medium skin tone	精灵: 中等肤色	fairy medium skin tone | 精灵 中等肤色 | fairy | fairytale | fantasy | medium skin tone | myth | person | pixie | tale | wings | 中等肤色 | 仙女 | 仙子 | 童话 | 精灵 | 翅膀
🧚🏾	fairy: medium-dark skin tone	精灵: 中等-深肤色	fairy medium dark skin tone | 精灵 中等 深肤色 | fairy | fairytale | fantasy | medium dark skin tone | myth | person | pixie | tale | wings | 中等 深肤色 | 仙女 | 仙子 | 童话 | 精灵 | 翅膀
🧚🏿	fairy: dark skin tone	精灵: 较深肤色	fairy dark skin tone | 精灵 较深肤色 | dark skin tone | fairy | fairytale | fantasy | myth | person | pixie | tale | wings | 仙女 | 仙子 | 童话 | 精灵 | 翅膀 | 较深肤色
🧚‍♂️	man fairy	仙人	man fairy | 仙人 | fairy | fairytale | fantasy | man | myth | oberon | person | pixie | puck | tale | wings | 仙男 | 天卫十五 | 天卫四 | 男精灵
🧚🏻‍♂️	man fairy: light skin tone	仙人: 较浅肤色	man fairy light skin tone | 仙人 较浅肤色 | fairy | fairytale | fantasy | light skin tone | man | myth | oberon | person | pixie | puck | tale | wings | 仙人 | 仙男 | 天卫十五 | 天卫四 | 男精灵 | 较浅肤色
🧚🏼‍♂️	man fairy: medium-light skin tone	仙人: 中等-浅肤色	man fairy medium light skin tone | 仙人 中等 浅肤色 | fairy | fairytale | fantasy | man | medium light skin tone | myth | oberon | person | pixie | puck | tale | wings | 中等 浅肤色 | 仙人 | 仙男 | 天卫十五 | 天卫四 | 男精灵
🧚🏽‍♂️	man fairy: medium skin tone	仙人: 中等肤色	man fairy medium skin tone | 仙人 中等肤色 | fairy | fairytale | fantasy | man | medium skin tone | myth | oberon | person | pixie | puck | tale | wings | 中等肤色 | 仙人 | 仙男 | 天卫十五 | 天卫四 | 男精灵
🧚🏾‍♂️	man fairy: medium-dark skin tone	仙人: 中等-深肤色	man fairy medium dark skin tone | 仙人 中等 深肤色 | fairy | fairytale | fantasy | man | medium dark skin tone | myth | oberon | person | pixie | puck | tale | wings | 中等 深肤色 | 仙人 | 仙男 | 天卫十五 | 天卫四 | 男精灵
🧚🏿‍♂️	man fairy: dark skin tone	仙人: 较深肤色	man fairy dark skin tone | 仙人 较深肤色 | dark skin tone | fairy | fairytale | fantasy | man | myth | oberon | person | pixie | puck | tale | wings | 仙人 | 仙男 | 天卫十五 | 天卫四 | 男精灵 | 较深肤色
🧚‍♀️	woman fairy	仙女	woman fairy | 仙女 | fairy | fairytale | fantasy | myth | person | pixie | tale | titania | wings | woman | 女精灵 | 妖精王后
🧚🏻‍♀️	woman fairy: light skin tone	仙女: 较浅肤色	woman fairy light skin tone | 仙女 较浅肤色 | fairy | fairytale | fantasy | light skin tone | myth | person | pixie | tale | titania | wings | woman | 仙女 | 女精灵 | 妖精王后 | 较浅肤色
🧚🏼‍♀️	woman fairy: medium-light skin tone	仙女: 中等-浅肤色	woman fairy medium light skin tone | 仙女 中等 浅肤色 | fairy | fairytale | fantasy | medium light skin tone | myth | person | pixie | tale | titania | wings | woman | 中等 浅肤色 | 仙女 | 女精灵 | 妖精王后
🧚🏽‍♀️	woman fairy: medium skin tone	仙女: 中等肤色	woman fairy medium skin tone | 仙女 中等肤色 | fairy | fairytale | fantasy | medium skin tone | myth | person | pixie | tale | titania | wings | woman | 中等肤色 | 仙女 | 女精灵 | 妖精王后
🧚🏾‍♀️	woman fairy: medium-dark skin tone	仙女: 中等-深肤色	woman fairy medium dark skin tone | 仙女 中等 深肤色 | fairy | fairytale | fantasy | medium dark skin tone | myth | person | pixie | tale | titania | wings | woman | 中等 深肤色 | 仙女 | 女精灵 | 妖精王后
🧚🏿‍♀️	woman fairy: dark skin tone	仙女: 较深肤色	woman fairy dark skin tone | 仙女 较深肤色 | dark skin tone | fairy | fairytale | fantasy | myth | person | pixie | tale | titania | wings | woman | 仙女 | 女精灵 | 妖精王后 | 较深肤色
🧛	vampire	吸血鬼	vampire | 吸血鬼 | blood | dracula | fangs | halloween | scary | supernatural | teeth | undead | 万圣节 | 不死族 | 利牙 | 恐怖 | 毒牙 | 装扮服装 | 超自然
